ID,metric,condition,Amygdala_L,Amygdala_R,Dorsal_striatum_L,Dorsal_striatum_R,Fusiform_gyrus_L,Fusiform_gyrus_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Intracalcarine_cortex_L,Intracalcarine_cortex_R,lOFC_L,lOFC_R,mOFC_L,mOFC_R,Oral_somatosensory_cortex_R,Oral_somatosensory_cortex_L,Precuneus_L,Precuneus_R,Ventral_striatum_L,Ventral_striatum_R,vlPFC_L,vlPFC_R,vlThalamus_L,vlThalamus_R,vmPFC_L,vmPFC_R,module0_mean,module1_mean,module2_mean,module3_mean,module4_mean,module5_mean,module6_mean,module7_mean,module8_mean
90,centrality,reward,0.005494337,0.015524072,0.001811908,0.01014444,0.000347605,0.005984392,0.005971956,0.059761608,0.020901978,0.01014444,0.001811908,0.001811908,0.004710255,0.001321854,0.004037947,0.001811908,0.001811908,0.005971956,0.002345216,0,0.001811908,0.023651724,0.000490055,0.000490055,0.015530856,0.023651724,0.008344361,0.000774955,0.021687993,0.004935053,0.00206582,0.003202736,0.017557249,0.003016054,0.001172608,0.012731816,0.002524856
1,clustering,punish,0.964912281,0.95256917,0.926153846,0.926153846,0.886666667,0.94,0.936842105,0.926153846,0.960144928,0.949275362,0.94,0.889230769,0.923333333,0.877492877,0.887681159,0.877492877,0.93,0.93,1,0.873846154,0.873188406,0.926153846,0.974025974,0.95256917,0.964426877,0.943333333,0.877492877,0.934782609,0.945119351,0.928076923,0.883946901,0.923076923,0.954295125,0.900413105,0.936923077,0.899671126,0.934717658
2,clustering,punish,0.897435897,0.897435897,0.981884058,0.923076923,0.95256917,0.983333333,0.897435897,0.897435897,0.946666667,0.923076923,0.960144928,0.964426877,0.980952381,0.970588235,0.953333333,0.926153846,0.988142292,0.953333333,0.897435897,0.926153846,0.901538462,0.93,0.897435897,0.934782609,0.897435897,0.92,0.923076923,0.981884058,0.897435897,0.961609152,0.944018783,0.969301713,0.921794872,0.975770308,0.911794872,0.915769231,0.934294872
3,clustering,punish,0.907692308,0.905797101,0.91,0.907692308,0.894927536,0.90952381,0.948051948,0.926666667,0.943722944,0.884057971,0.944664032,0.938405797,0.871794872,0.870769231,0.891774892,0.907692308,0.871794872,0.876811594,0.878787879,0.876811594,0.907692308,0.906666667,0.884057971,0.894736842,0.905797101,0.923913043,0.886153846,0.93115942,0.922052006,0.891574693,0.898131579,0.930864546,0.914372765,0.871282051,0.877799736,0.907179487,0.89902702
4,clustering,punish,0.81027668,0.844155844,0.852813853,0.842105263,0.746666667,0.786764706,0.766666667,0.786764706,0.786666667,0.878947368,0.619047619,0.8,0.807971014,0.826315789,0.813852814,0.781538462,0.818181818,0.865497076,0.867647059,0.847953216,0.808823529,0.812865497,0.861471861,0.821052632,0.828571429,0.786666667,0.845849802,0.807971014,0.801965974,0.844649503,0.780685981,0.735270775,0.820213033,0.817143402,0.857800138,0.810844513,0.834086327
5,clustering,punish,0.952898551,0.930735931,0.946666667,0.946666667,0.923076923,0.945652174,0.891737892,0.923076923,0.891737892,0.934065934,0.948616601,0.923076923,0.972332016,0.920289855,0.895384615,0.903333333,0.910769231,0.891737892,0.934640523,0.961038961,0.910769231,0.909090909,0.923076923,0.891737892,0.913333333,0.898461538,0.891737892,0.978947368,0.924612324,0.923960114,0.907264957,0.939115233,0.909399674,0.946310935,0.947839742,0.90993007,0.921375019
6,clustering,punish,0.835497835,0.786561265,0.775362319,0.819047619,0.847953216,0.779411765,0.806324111,0.842105263,0.795238095,0.790513834,0.761904762,0.835164835,0.69047619,0.699604743,0.717948718,0.644444444,0.83982684,0.786231884,0.705882353,0.638888889,0.884210526,0.873684211,0.83982684,0.8,0.871345029,0.804761905,0.742857143,0.785714286,0.817622119,0.805117165,0.736782126,0.792160454,0.815464716,0.695040467,0.672385621,0.878947368,0.792099567
7,clustering,punish,0.903333333,0.928104575,0.876666667,0.930735931,0.851851852,0.851851852,0.883333333,0.884057971,0.876666667,0.903333333,0.867692308,0.926406926,0.873188406,0.873333333,0.903333333,0.883333333,0.876811594,0.870769231,0.883116883,0.891774892,0.909090909,0.905797101,0.933333333,0.971428571,0.873846154,0.948529412,0.898550725,0.898550725,0.899707303,0.888745856,0.879506173,0.881983695,0.900593891,0.87326087,0.887445887,0.907444005,0.925465839
9,clustering,punish,0.988304094,0.926153846,0.914529915,0.914529915,0.914529915,0.963333333,0.926153846,0.944615385,0.944615385,0.914529915,0.914529915,0.944615385,0.914529915,0.957142857,0.944615385,0.944615385,0.953333333,0.914529915,0.95256917,0.971428571,0.963333333,0.96,0.932307692,0.949275362,0.926153846,0.946666667,0.96,0.980952381,0.946306793,0.924230769,0.934586895,0.940826211,0.932991453,0.935836386,0.961998871,0.961666667,0.955633859
10,clustering,punish,0.928104575,0.924901186,0.903333333,0.903333333,0.886666667,0.846153846,0.826666667,0.938095238,0.952380952,0.870769231,0.870769231,0.870769231,0.923913043,0.886666667,0.861660079,0.954248366,0.916996047,0.856666667,0.714285714,0.903333333,0.897233202,0.870769231,0.877470356,0.935064935,0.906432749,0.861660079,0.863333333,0.870769231,0.904441916,0.895082345,0.900858371,0.862564103,0.897810753,0.905289855,0.808809524,0.884001216,0.886659464
11,clustering,punish,0.981818182,0.939393939,1,1,0.75,0.95,0.752380952,0.689473684,0.904411765,0.869281046,0.675889328,0.812865497,0.884615385,0.789473684,0.778947368,0.778947368,1,1,0.924242424,0.812865497,0.655797101,0.657142857,0.648221344,0.80952381,0.80952381,0.666666667,0.871794872,1,0.840766689,1,0.769298246,0.812918275,0.812470822,0.837044534,0.868553961,0.656469979,0.832385006
12,clustering,punish,0.977207977,0.987692308,0.977207977,0.977207977,0.977207977,0.983333333,0.977207977,0.977207977,0.987692308,0.977207977,0.977207977,0.981538462,0.977207977,0.987692308,0.988142292,0.977207977,0.977207977,0.977207977,0.981538462,0.977207977,0.981538462,0.977207977,0.99,0.977207977,0.977207977,0.977207977,0.983333333,0.977207977,0.97982906,0.977207977,0.980852749,0.980693257,0.97982906,0.982450142,0.979373219,0.979373219,0.981937322
13,clustering,punish,0.861111111,0.8,0.901185771,0.769230769,0.939393939,0.742105263,0.901185771,0.851449275,0.952380952,0.8,0.8,0.735384615,0.813186813,0.764492754,0.826086957,0.753246753,0.851449275,0.901185771,0.857142857,0.966666667,0.988304094,0.973684211,0.938095238,0.966666667,0.922077922,0.883116883,0.984210526,0.939393939,0.853436539,0.855762897,0.839575883,0.759163293,0.889393939,0.788839783,0.911904762,0.980994152,0.957091593
14,clustering,punish,0.801169591,0.901098901,0.713768116,0.758893281,0.739130435,0.763157895,0.742857143,0.731578947,0.774703557,0.804761905,0.848484848,0.909090909,0.738562092,0.713450292,0.766666667,0.876190476,0.778656126,0.768115942,0.701538462,0.794117647,0.875816993,0.944444444,0.871345029,0.80952381,0.826839827,0.833333333,0.852631579,0.818181818,0.794176145,0.754858366,0.793995859,0.840244551,0.809909656,0.726006192,0.747828054,0.910130719,0.837920559
15,clustering,punish,0.858461538,0.864615385,0.883333333,0.902173913,0.849002849,0.894927536,0.928853755,0.897233202,0.902173913,0.90942029,0.921052632,0.880952381,0.846153846,0.90942029,0.852813853,0.85620915,0.863157895,0.883333333,0.849802372,0.849002849,0.90942029,0.915789474,0.849002849,0.88,0.913043478,0.916666667,0.87,0.893280632,0.88729097,0.882999619,0.852675284,0.898977516,0.910326087,0.877787068,0.84940261,0.912604882,0.87307087
16,clustering,punish,0.878787879,0.892307692,0.877492877,0.913846154,0.936666667,0.9,0.898550725,0.877492877,0.913846154,0.923333333,0.877492877,0.903333333,0.95256917,0.956709957,0.945652174,0.953216374,0.942028986,0.93,0.881422925,0.895424837,0.893280632,0.896666667,0.93,0.936666667,0.913846154,0.92,0.923809524,0.877492877,0.886784793,0.915842004,0.945178405,0.893608737,0.91775641,0.954639563,0.888423881,0.89497365,0.916992267
17,clustering,punish,0.923076923,0.964426877,0.923076923,0.923076923,0.946666667,0.936666667,0.923076923,0.935384615,0.923076923,0.923076923,0.961904762,0.956709957,0.929230769,0.929230769,0.948616601,0.923076923,0.923076923,0.923076923,0.943722944,0.926666667,0.945652174,0.932307692,0.929230769,0.923076923,0.942028986,0.944664032,0.960474308,0.95256917,0.936491335,0.923076923,0.939453397,0.951760462,0.933211716,0.929230769,0.935194805,0.938979933,0.941337793
18,clustering,punish,0.90942029,0.934640523,0.88,0.863247863,0.913043478,0.876190476,0.90513834,0.917748918,0.894927536,0.877470356,0.886666667,0.863247863,0.9,0.91,0.919047619,0.895238095,0.870769231,0.863247863,0.901098901,0.863247863,0.881422925,0.893333333,0.91,0.917748918,0.892307692,0.892307692,0.928853755,0.917748918,0.916737018,0.869316239,0.909109731,0.875368335,0.889253319,0.905,0.882173382,0.887378129,0.918587898
19,clustering,punish,0.861904762,0.852631579,0.794466403,0.948529412,0.857894737,0.838095238,0.866666667,0.9,0.822510823,0.739130435,0.766666667,0.818181818,0.791666667,0.723333333,0.752380952,0.757142857,0.747368421,0.710144928,0.966666667,0.869281046,0.798418972,0.866666667,0.8,0.888888889,0.746666667,0.860294118,0.733333333,0.888888889,0.870300752,0.800127291,0.789139515,0.807647908,0.79215051,0.7575,0.917973856,0.832542819,0.827777778
20,clustering,punish,0.852631579,0.889705882,0.757246377,0.908496732,0.75,0.863636364,0.894736842,0.852631579,0.800865801,0.735507246,0.743333333,0.786561265,0.766666667,0.807017544,0.751633987,0.727272727,0.845588235,0.744588745,0.975,0.830409357,0.716923077,0.871345029,0.775,0.909090909,0.739130435,0.778656126,0.857142857,0.8,0.872426471,0.813980022,0.742968905,0.797843654,0.763539902,0.786842105,0.902704678,0.794134053,0.835308442
21,clustering,punish,0.947619048,0.933333333,0.864615385,0.849230769,0.862318841,0.923809524,0.897233202,0.884057971,0.876666667,0.84045584,0.84045584,0.84045584,0.889473684,0.894736842,0.884210526,0.84045584,0.864615385,0.930735931,0.891304348,0.863157895,0.856666667,0.9004329,0.905263158,0.955882353,0.843076923,0.885375494,0.876811594,0.891774892,0.915560888,0.877299367,0.862328402,0.868240402,0.861393731,0.892105263,0.877231121,0.878549784,0.907432999
22,clustering,punish,0.984848485,0.942857143,0.815384615,0.865942029,0.827692308,0.875816993,0.897233202,0.85,0.830769231,0.86,0.916666667,0.897058824,0.861471861,0.935897436,0.833333333,0.85620915,0.843333333,0.909090909,0.915789474,0.893280632,0.865942029,0.843333333,0.855072464,0.914285714,0.830769231,0.830769231,0.926406926,0.926406926,0.918734707,0.858437722,0.839078264,0.896514161,0.838076923,0.898684649,0.904535053,0.854637681,0.905543008
24,clustering,punish,0.83625731,0.849673203,0.800724638,0.776666667,0.796536797,0.845588235,0.852631579,0.822510823,0.805194805,0.772307692,0.80952381,0.773333333,0.785714286,0.83625731,0.821052632,0.793333333,0.814285714,0.821052632,0.83625731,0.789473684,0.776190476,0.842857143,0.849673203,0.830882353,0.782608696,0.793333333,0.782608696,0.797385621,0.840268229,0.803182413,0.80364092,0.809481793,0.788361132,0.810985798,0.812865497,0.80952381,0.815137468
25,clustering,punish,0.869565217,0.916996047,0.883076923,0.883076923,0.924901186,0.941520468,0.916996047,0.917748918,0.843304843,0.920948617,0.914285714,0.914285714,0.905797101,0.917748918,0.922077922,0.886666667,0.843304843,0.85,0.871428571,0.861904762,0.843304843,0.883076923,0.977777778,0.885714286,0.883076923,0.849230769,0.846153846,0.978947368,0.905326558,0.864864672,0.911215258,0.923363965,0.874140288,0.91177301,0.866666667,0.863190883,0.92214832
26,clustering,punish,0.80952381,0.844444444,0.824615385,0.865612648,0.844155844,0.83625731,0.81027668,0.800865801,0.9004329,0.876666667,0.908496732,0.876666667,0.909090909,0.929824561,0.896103896,0.844155844,0.891304348,0.909090909,0.821052632,0.846666667,0.843333333,0.876666667,0.896103896,0.942105263,0.885375494,0.891304348,0.789173789,0.909090909,0.816277684,0.872655822,0.861471861,0.873806903,0.888444852,0.919457735,0.833859649,0.86,0.884118464
27,clustering,punish,0.923913043,0.977777778,0.871794872,0.913846154,0.963333333,0.916666667,0.871794872,0.972222222,0.963333333,0.913846154,0.963333333,0.916923077,0.978354978,0.865942029,0.978354978,0.920289855,0.916923077,0.916923077,0.923333333,0.971014493,0.980237154,0.870769231,0.963333333,0.971014493,0.913333333,0.916666667,0.963333333,0.963333333,0.936426979,0.904871795,0.953992722,0.932307692,0.926794872,0.922148504,0.947173913,0.925503192,0.965253623
28,clustering,punish,0.760233918,0.757575758,0.771929825,0.723320158,0.803921569,0.77173913,0.826315789,0.85380117,0.778656126,0.814229249,0.76284585,0.810526316,0.793478261,0.757246377,0.757575758,0.819047619,0.771428571,0.814229249,0.786764706,0.845588235,0.776190476,0.79047619,0.794466403,0.808333333,0.758893281,0.768115942,0.81871345,0.945454545,0.799481659,0.770226951,0.793514982,0.781703765,0.77997365,0.775362319,0.816176471,0.783333333,0.841741933
29,clustering,punish,0.917748918,0.928853755,0.863247863,0.863247863,0.896666667,0.891304348,0.901185771,0.952631579,0.863247863,0.976190476,0.928571429,0.947368421,0.863247863,0.928853755,0.952380952,0.905797101,0.863247863,0.863247863,0.936842105,0.942105263,0.863247863,0.883076923,0.897058824,0.933333333,0.883076923,0.883076923,0.863247863,0.989473684,0.925105006,0.863247863,0.918281573,0.922414732,0.901398046,0.896050809,0.939473684,0.873162393,0.920778426
30,clustering,punish,0.895238095,0.898550725,0.849002849,0.893333333,0.869565217,0.930735931,0.880952381,0.862318841,0.902173913,0.849002849,0.898550725,0.886153846,0.909090909,0.93115942,0.928571429,0.920289855,0.849002849,0.849002849,0.941176471,0.981818182,0.90513834,0.87,0.90513834,0.933823529,0.916666667,0.944664032,0.886153846,0.886153846,0.88426501,0.86008547,0.906142167,0.905146834,0.903126865,0.920125165,0.961497326,0.88756917,0.90281739
31,clustering,punish,0.985714286,0.864615385,0.913043478,0.965367965,0.873188406,0.873188406,0.855384615,0.857894737,0.831908832,0.831908832,0.84,0.855384615,0.939393939,0.933333333,0.902173913,0.902173913,0.928853755,0.913043478,0.895238095,0.904761905,0.855384615,0.864615385,0.9,0.922077922,0.864615385,0.85620915,0.898550725,0.928853755,0.890902256,0.930077169,0.892512077,0.856191007,0.84616055,0.936363636,0.9,0.86,0.9123706
32,clustering,punish,0.921568627,0.9,0.88034188,0.930735931,0.883333333,0.883333333,0.88034188,0.886153846,0.898550725,0.894927536,0.917748918,0.898461538,0.909090909,0.88034188,0.883333333,0.904761905,0.903333333,0.909090909,0.897233202,0.891304348,0.936842105,0.869565217,0.906666667,0.909090909,0.893280632,0.883076923,0.883076923,0.884057971,0.897016088,0.905875513,0.89047619,0.89984793,0.892458954,0.894716395,0.894268775,0.903203661,0.895723117
33,clustering,punish,0.88,0.916666667,0.892307692,0.924901186,0.855384615,0.981818182,0.883333333,0.883333333,0.928853755,0.95,0.876923077,0.867692308,0.892307692,0.894927536,0.876923077,0.892307692,0.916666667,0.940711462,0.863157895,0.9,0.923913043,0.935672515,0.952380952,0.923976608,0.883333333,0.867692308,0.889328063,0.906666667,0.890833333,0.918646752,0.874871795,0.908811189,0.907469849,0.893617614,0.881578947,0.929792779,0.918088073
34,clustering,punish,0.849002849,0.88,0.93115942,0.93115942,0.88,1,0.849002849,0.849002849,0.896666667,0.876923077,0.954248366,0.905797101,0.942857143,0.930735931,0.869565217,0.942857143,0.88,0.88,0.924901186,0.876923077,0.947619048,0.974358974,0.936758893,0.947619048,0.876923077,0.88,0.957894737,0.909090909,0.856752137,0.90557971,0.89747412,0.953348489,0.882628205,0.936796537,0.900912131,0.960989011,0.937840897
35,clustering,punish,0.973856209,0.88,0.894927536,0.864615385,0.830769231,0.883116883,0.926406926,0.887445887,0.883333333,0.902173913,0.88,0.864615385,0.843076923,0.869281046,0.927272727,0.871345029,0.829059829,0.942857143,0.868421053,0.846666667,0.90513834,0.961904762,0.880952381,0.878947368,0.85,0.866666667,0.909090909,0.843076923,0.916927256,0.882864973,0.876462329,0.875910756,0.875543478,0.856178984,0.85754386,0.933521551,0.878016895
36,clustering,punish,0.847826087,0.847826087,0.942857143,0.830769231,0.887681159,0.919117647,0.886666667,0.84,0.869565217,0.833333333,0.894927536,0.861538462,0.853754941,0.863333333,0.926406926,0.947619048,0.865942029,0.861538462,0.866666667,0.871345029,0.914285714,0.972222222,0.887445887,0.86,0.861538462,0.861538462,0.895238095,0.928571429,0.85557971,0.875276716,0.920569044,0.891861215,0.856493868,0.858544137,0.869005848,0.943253968,0.892813853
37,clustering,punish,0.987012987,0.980392157,0.931623932,0.941538462,0.957142857,0.935384615,0.941538462,0.960144928,0.953846154,0.943333333,0.963333333,0.931623932,0.956666667,0.931623932,0.931623932,0.944615385,0.931623932,0.944615385,0.982683983,0.931623932,0.931623932,0.931623932,0.960144928,0.931623932,0.97,0.944615385,0.953846154,0.953846154,0.967272133,0.937350427,0.944460724,0.943447293,0.952948718,0.944145299,0.957153957,0.931623932,0.949865292
38,clustering,punish,0.917748918,0.944444444,0.968379447,0.942028986,0.883333333,0.877492877,0.923076923,0.93,0.923076923,0.934782609,0.946666667,0.946666667,0.893280632,0.963235294,0.946666667,0.877492877,0.877492877,0.923076923,0.9,0.952380952,0.923076923,0.913419913,0.876923077,0.956521739,0.926666667,0.920289855,0.946666667,0.923076923,0.928817571,0.927744558,0.902497626,0.923608737,0.926204013,0.928257963,0.926190476,0.918248418,0.925797101
39,clustering,punish,0.792207792,0.833333333,0.800865801,0.714285714,0.842857143,0.862745098,0.778985507,0.778985507,0.771428571,0.779220779,0.807971014,0.814229249,0.800724638,0.85380117,0.8,0.794117647,0.805263158,0.763333333,0.810457516,0.835497835,0.79047619,0.787878788,0.846153846,0.742647059,0.800724638,0.833333333,0.768115942,0.79047619,0.795878035,0.770937002,0.81232493,0.828315121,0.79617683,0.827262904,0.822977676,0.789177489,0.786848259
40,clustering,punish,0.914285714,0.875816993,0.848484848,0.78,0.774891775,0.860294118,0.77173913,0.889473684,0.760683761,0.760683761,0.80952381,0.882352941,0.823529412,0.816993464,0.830409357,0.786561265,0.823809524,0.793478261,0.941176471,0.941176471,0.923976608,0.757246377,0.934640523,0.857142857,0.770562771,0.772307692,0.873684211,0.804347826,0.862828881,0.811443158,0.797287465,0.850723623,0.766059496,0.820261438,0.941176471,0.840611492,0.867453854
41,clustering,punish,0.85620915,0.952380952,0.75,0.758169935,0.735930736,0.774703557,0.818181818,0.842857143,0.888888889,0.728571429,0.789473684,0.75,0.814285714,0.743083004,0.744588745,0.730994152,0.794871795,0.757575758,0.807692308,0.710144928,0.85380117,0.833333333,0.660818713,0.758241758,0.824561404,0.783549784,0.735294118,0.735930736,0.867407266,0.765154372,0.737171211,0.771392414,0.806392876,0.778684359,0.758918618,0.843567251,0.722571331
42,clustering,punish,0.908831909,0.943333333,0.908831909,0.910769231,0.938461538,0.956666667,0.938461538,0.938461538,0.926153846,0.926153846,0.981884058,0.956521739,0.949275362,0.923333333,0.938461538,0.938461538,0.943333333,0.908831909,0.942028986,0.938461538,0.907692308,0.912280702,0.913846154,0.904761905,0.943333333,0.981884058,0.908831909,0.931578947,0.93227208,0.917941595,0.938461538,0.965024155,0.944381271,0.936304348,0.940245262,0.909986505,0.914754729
43,clustering,punish,0.938405797,0.933333333,0.935384615,0.908831909,0.93115942,0.93115942,0.935384615,0.932806324,0.94,0.942028986,0.935384615,0.908831909,0.936758893,0.913333333,0.913333333,0.923333333,0.908831909,0.935384615,0.95,0.92,0.956521739,0.961904762,0.913846154,0.908831909,0.908831909,0.907692308,0.916666667,0.916666667,0.934982517,0.922108262,0.922608696,0.925125315,0.924638301,0.925046113,0.935,0.959213251,0.914002849
44,clustering,punish,0.925925926,1,0.966153846,0.966153846,0.986666667,0.986666667,0.925925926,0.944615385,0.966153846,0.925925926,0.925925926,0.97,0.932307692,0.932307692,0.992094862,0.986666667,0.966153846,0.925925926,0.944615385,0.944615385,0.966153846,0.97,0.925925926,0.988304094,0.926666667,0.966153846,0.966153846,0.966153846,0.949116809,0.956096866,0.988476065,0.960864198,0.946225071,0.932307692,0.944615385,0.968076923,0.961634428
45,clustering,punish,0.943333333,1,0.935384615,0.986666667,0.986666667,0.929230769,0.928853755,0.952380952,0.986666667,0.986666667,0.886153846,0.883190883,0.986666667,0.986666667,0.93,0.883190883,0.986666667,0.986666667,0.929230769,0.935384615,0.935384615,0.943333333,0.936666667,0.986666667,0.986666667,0.986666667,0.986666667,0.986666667,0.95614201,0.973846154,0.93328585,0.899525166,0.986666667,0.986666667,0.932307692,0.939358974,0.974166667
46,clustering,punish,0.974637681,0.974637681,0.944615385,0.914529915,0.944615385,0.94,0.987012987,0.932307692,0.944615385,0.914529915,0.914529915,0.914529915,0.914529915,0.94,0.936666667,0.916923077,0.946666667,0.914529915,0.92,0.99047619,0.914529915,0.945652174,0.98245614,0.932806324,0.944615385,0.944615385,0.960474308,0.923076923,0.96714901,0.93008547,0.932735043,0.923019943,0.937094017,0.927264957,0.955238095,0.930091044,0.949703424
47,clustering,punish,0.886666667,0.904761905,0.86039886,0.86039886,0.865942029,0.866666667,0.904761905,0.936842105,0.939393939,0.886153846,0.870769231,0.913419913,0.867692308,0.883333333,0.894927536,0.919047619,0.957142857,0.896666667,0.952380952,0.86039886,0.886153846,0.904761905,0.939393939,0.897233202,0.931578947,0.86039886,0.86039886,0.973684211,0.908258145,0.893651811,0.893305728,0.883618604,0.904381398,0.875512821,0.906389906,0.895457875,0.917677553
48,clustering,punish,0.789855072,0.826839827,0.764492754,0.742753623,0.80952381,0.826839827,0.826086957,0.852380952,0.725,0.779411765,0.790513834,0.731225296,0.756410256,0.766233766,0.823809524,0.806324111,0.89047619,0.804347826,0.833333333,0.818181818,0.871428571,0.826086957,0.941520468,0.958333333,0.772058824,0.76,0.941520468,0.971428571,0.823790702,0.800517598,0.813219148,0.782859652,0.759117647,0.761322011,0.825757576,0.848757764,0.95320071
50,clustering,punish,0.877492877,0.932806324,0.90942029,0.909090909,0.942857143,0.883040936,0.886666667,0.892307692,0.930735931,0.938095238,0.904615385,0.877492877,0.893280632,0.889328063,0.923913043,0.973684211,0.88,0.892307692,0.914285714,0.904615385,0.886666667,0.91,0.916666667,0.923333333,0.877492877,0.892307692,0.91,0.904615385,0.89731839,0.897704723,0.946818132,0.888383066,0.909657935,0.891304348,0.909450549,0.898333333,0.913653846
52,clustering,punish,0.775,0.787878788,0.821052632,0.966666667,0.679841897,0.836363636,0.696969697,0.714285714,0.8,0.926470588,0.769230769,0.79047619,0.751633987,0.807692308,0.8,0.766666667,0.882352941,0.727272727,0.742105263,0.869281046,0.79047619,0.847953216,0.95,0.961904762,0.735930736,0.664615385,0.727272727,0.68,0.74353355,0.849336242,0.748836188,0.798690199,0.781754177,0.779663147,0.805693154,0.819214703,0.829794372
53,clustering,punish,1,0.962962963,0.962962963,1,0.962962963,0.962962963,0.962962963,0.962962963,1,0.962962963,1,1,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,0.962962963,0.962962963,1,0.962962963,0.962962963,1,1,0.972222222,0.990740741,0.975308642,0.987654321,0.972222222,0.962962963,1,0.981481481,0.990740741
54,clustering,punish,0.96011396,0.973333333,0.96011396,0.96011396,0.96011396,0.963076923,0.96011396,0.966153846,0.96011396,0.96011396,0.966666667,0.96011396,0.971014493,0.976666667,0.976666667,0.969230769,0.972307692,0.96011396,0.96011396,0.96011396,0.987012987,0.96011396,0.984189723,0.973333333,0.96011396,0.96011396,0.966666667,0.96011396,0.964928775,0.963162393,0.968670465,0.96328585,0.96011396,0.97384058,0.96011396,0.973563474,0.971075921
55,clustering,punish,0.947368421,0.964912281,0.902173913,0.909090909,0.831168831,0.853754941,0.889473684,0.878947368,0.873846154,0.873517787,0.843076923,0.84045584,0.88,0.909090909,0.865800866,0.852813853,0.902173913,0.926406926,0.851449275,0.873517787,0.880952381,0.848484848,0.873846154,0.873846154,0.873846154,0.873846154,0.891304348,0.873846154,0.920175439,0.909961415,0.84992785,0.845762568,0.873764062,0.894545455,0.862483531,0.864718615,0.878210702
56,clustering,punish,0.890909091,0.796666667,0.785714286,0.852941176,0.792207792,0.786231884,0.797101449,0.782608696,0.823529412,0.857142857,0.87012987,0.852380952,0.861660079,0.85770751,0.857894737,0.813333333,0.826086957,0.831168831,0.911764706,0.757246377,0.778656126,0.858974359,0.848484848,0.847368421,0.81884058,0.853754941,0.790513834,0.823529412,0.816821476,0.823977812,0.821145287,0.836247569,0.838316947,0.859683794,0.834505541,0.818815243,0.827474129
57,clustering,punish,0.804347826,0.777777778,0.927536232,0.897233202,0.835497835,0.886666667,0.927536232,0.944664032,0.927536232,0.932806324,0.886666667,0.877470356,0.846153846,0.886666667,0.857894737,0.887681159,0.806153846,0.84,0.892857143,0.952380952,0.943722944,0.970760234,0.932806324,0.956709957,0.885375494,0.793846154,0.845849802,0.936758893,0.863581467,0.86773082,0.860357911,0.88360123,0.884891051,0.866410256,0.922619048,0.957241589,0.918031244
58,clustering,punish,0.916923077,0.916923077,0.910769231,0.910769231,0.957142857,0.958333333,0.905797101,0.93115942,0.916923077,0.895384615,0.916923077,0.886039886,0.886666667,0.904761905,0.886039886,0.916923077,0.939393939,0.910769231,0.945054945,0.960144928,0.964426877,0.91,0.927536232,0.926666667,0.886039886,0.942028986,0.927536232,0.943333333,0.917700669,0.917925408,0.920035273,0.920432099,0.910094141,0.895714286,0.952599936,0.937213439,0.931268116
59,clustering,punish,0.9002849,0.945652174,0.9002849,0.904615385,0.916666667,0.956666667,0.941538462,0.913846154,0.941538462,0.941538462,0.952898551,0.907692308,1,0.941538462,0.923913043,0.913333333,0.9002849,0.9002849,0.948616601,0.964426877,0.968421053,0.952898551,0.952898551,0.952380952,0.941538462,0.927536232,0.941538462,0.941538462,0.925330422,0.901367521,0.917971014,0.939085842,0.938037904,0.970769231,0.956521739,0.960659802,0.947089107
60,clustering,punish,0.985714286,0.985714286,0.94017094,0.94017094,0.944615385,0.97,0.94017094,0.956923077,0.966666667,0.966666667,0.97,0.953846154,0.94017094,0.94017094,0.94017094,0.953846154,0.94017094,0.94017094,0.944615385,0.956923077,0.97,0.956521739,0.980237154,1,0.94017094,0.94017094,0.94017094,0.94017094,0.967130647,0.94017094,0.946210826,0.964615385,0.953418803,0.94017094,0.950769231,0.96326087,0.965144759
61,clustering,punish,0.954248366,0.958333333,0.945652174,0.904615385,0.913846154,0.913846154,0.886039886,0.886039886,0.980952381,0.95256917,0.949275362,0.913846154,0.886039886,0.913846154,0.910769231,0.945652174,0.933333333,0.886039886,0.956521739,0.913846154,0.930735931,0.913846154,0.933333333,0.906666667,0.9,0.891304348,0.933333333,0.943722944,0.921165368,0.917410194,0.92342252,0.92565589,0.931206475,0.89994302,0.935183946,0.922291042,0.929264069
62,clustering,punish,0.85620915,0.714285714,0.813852814,0.888888889,0.890909091,0.761904762,0.761904762,0.782608696,0.822510823,0.802371542,0.753246753,0.757246377,0.731578947,0.895424837,0.846153846,0.797385621,0.8,0.883040936,0.833333333,0.791208791,0.780952381,0.76284585,0.77124183,0.761904762,0.778985507,0.778947368,0.764705882,0.778985507,0.778752081,0.84644566,0.844816186,0.757465964,0.79570381,0.813501892,0.812271062,0.771899115,0.769209495
63,clustering,punish,0.920948617,0.910769231,0.953333333,0.956666667,0.929230769,0.933333333,0.929230769,0.914529915,0.95,0.963333333,0.914529915,0.914529915,0.953333333,0.963768116,0.914529915,0.933333333,0.947692308,0.947692308,0.956521739,0.963333333,0.989010989,0.916666667,0.952631579,0.914529915,0.914529915,0.952898551,0.910769231,0.956666667,0.918869633,0.951346154,0.925698006,0.920797721,0.94519045,0.958550725,0.959927536,0.952838828,0.933649348
