ID,metric,condition,module1,module2,module3,module4,Amygdala_L,Amygdala_R,Dorsal_striatum_L,Dorsal_striatum_R,Fusiform_gyrus_L,Fusiform_gyrus_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Intracalcarine_cortex_L,Intracalcarine_cortex_R,lOFC_L,lOFC_R,mOFC_L,mOFC_R,Oral_somatosensory_cortex_R,Oral_somatosensory_cortex_L,Precuneus_L,Precuneus_R,Ventral_striatum_L,Ventral_striatum_R,vlPFC_L,vlPFC_R,vlThalamus_L,vlThalamus_R,vmPFC_L,vmPFC_R
63,clustering,punish,0.485119048,0.711111111,0.474486624,0.366666667,0.5,0.333333333,0.666666667,0.444444444,0.345454545,0.436363636,0.535714286,0.571428571,0.666666667,0.4,0.361111111,0.6,1,0.5,0.444444444,0.535714286,0.714285714,0.733333333,0.3,0,0.3,1,0.166666667,0,0.5,0.333333333,0.666666667,0.464285714
64,clustering,punish,0.533730159,0.62017982,0.45040515,0.572335601,0.857142857,0,0.56043956,0.690909091,0.5,0.333333333,0.666666667,0.611111111,0.833333333,0.928571429,0.333333333,1,0,0,1,0,0.857142857,0.690909091,0,0,0.672727273,0.538461538,0.6,0,1,0.644444444,0.464285714,0.694444444
66,clustering,punish,0.771145667,0.805398523,0.646516744,0.711308032,1,0.893939394,0.890909091,0.714285714,0.952380952,0.755555556,0.590643275,0.6,0.552631579,0.636842105,0.771428571,0.742647059,0,0.333333333,0.833333333,0.699346405,0.75,0.890909091,0,0.833333333,0.683823529,0.725490196,0.944444444,0.928571429,0.683333333,0.9,0.692810458,0.69005848
67,clustering,punish,0.602568923,0.857017544,0.885363385,0.774192749,0.824561404,0.885714286,0.83625731,0.865497076,0.771428571,1,0.7,0,0.663333333,0.692028986,0.945454545,0.977777778,0.810526316,0.833333333,0.858974359,0.742647059,0.847368421,0.859649123,1,0.9,0.948529412,0.866666667,0.955882353,0.928104575,0.673333333,0.673333333,0.859649123,0.847368421
68,clustering,punish,0.956921701,0.889954212,0.835047547,0.919517791,1,0.93115942,0.896666667,0.855384615,0.896666667,0.883116883,0.965367965,0.93115942,0.855384615,0.896666667,0.87,0.896666667,0.986928105,0.948051948,0.90942029,1,0.862318841,0.855384615,0,0.90513834,0.902173913,0.952380952,0.941520468,0.915789474,0.948051948,0.93115942,0.873188406,0.87
69,clustering,punish,0.754761905,0.592959784,0.615472963,0.67881409,1,0.714285714,0.6,0.536842105,0.7,0.756410256,0.733333333,0.571428571,0.641666667,0.653846154,0.633986928,0.657142857,0.727272727,0.522058824,0.742424242,0.608333333,0.653846154,0.712121212,0,0.333333333,1,0.522875817,0.904761905,0.638888889,0.8,0.59047619,0.566176471,0.622222222
70,clustering,punish,0.642540793,0.370192308,0.591319013,0.571712018,0.654545455,0.733333333,0.5,0.464285714,0.483516484,1,0.564102564,0.618181818,0.5,0.577777778,0.441176471,0.450549451,0.392857143,0.511111111,0.495238095,0.619047619,0.666666667,0.516483516,0.466666667,0.571428571,0.733333333,0,0.821428571,0.533333333,0.558333333,0.5,0.7,0.666666667
71,clustering,punish,0.562895438,0.703952897,0.619718496,0.707332863,0.464285714,0.607142857,0.632352941,0.657142857,0.584795322,0.709090909,0.575757576,0.604395604,0.644444444,0.756410256,0.659340659,0.716666667,0.666666667,0.893939394,0.904761905,0.607142857,0.616666667,0.526315789,0.666666667,0.648351648,0,1,0.733333333,0.562091503,0.694444444,0.666666667,0.476190476,0.8
72,clustering,punish,0.796312021,0.653915566,0.695616136,0.714956062,0.552380952,1,0.554112554,0.808333333,0.658333333,0.8,0.769230769,0.863636364,0.75,0.663157895,0.692307692,0.769230769,0.866666667,0.696969697,0.722222222,0.648351648,0.75,0.615789474,0.769230769,0.5,0.666666667,0.637426901,0.833333333,0.7,0.692810458,0.668421053,0.533333333,0.666666667
73,clustering,punish,0.614285714,0.379761905,0.504010519,0.275170068,0.422222222,0.6,0,0,0,1,0.577777778,0.857142857,0,0,0.5,0.666666667,0,0.142857143,0.8,1,0.474358974,0.619047619,0,0,0.555555556,0.9,0.75,0.866666667,0,0.166666667,0.555555556,1
74,clustering,punish,0.567615228,0.693623044,0.546400394,0.637401884,0.428571429,0.466666667,0.515151515,0.6,0.333333333,0,0.757575758,0.617647059,0.846153846,0.868131868,0.6,0.666666667,0.666666667,0,0.321428571,0.642857143,0.714285714,0.897435897,0.769230769,0.321428571,0.5,0.761904762,0.6,0.575,0.782051282,0.79047619,0.708333333,0.858974359
75,clustering,punish,0.609090909,0.559807227,0.682642863,0.626520305,1,0.666666667,0.681818182,0.515151515,0.444444444,0.525641026,0.333333333,0.436363636,0.571428571,0.590909091,0.857142857,0.581818182,1,0.727272727,0.666666667,1,0.450292398,0.536764706,0.833333333,0.476190476,1,0.505494505,0.523809524,0.333333333,0.833333333,0.805555556,0.533333333,0.505494505
76,clustering,punish,0.470588235,0.862717812,0.902746112,0.888464081,0.882352941,0,0.800724638,0.822463768,0.826086957,0.866666667,1,0,0.881422925,0.881422925,1,0.884210526,0.881422925,0.880952381,0.977941176,0.889473684,0.917748918,0.896103896,0.947712418,0.915789474,0.881422925,0.931578947,0.985294118,0.880952381,0.826086957,0.883116883,0.881422925,0.865800866
77,clustering,punish,0.483333333,0.635427073,0.586361075,0.629365079,0.833333333,0,0.717948718,0.848484848,1,0.3,0.5,0.6,0.619047619,0.933333333,0.4,0.4,0.333333333,0.333333333,0.333333333,0.692307692,0.648351648,0.653846154,0.428571429,0.964285714,0.848484848,0.321428571,0.822222222,0.964285714,0.333333333,0.4,0.561904762,0.712121212
78,clustering,punish,0.459064328,0.753391054,0.80898731,0.769834776,1,0,0.752380952,0.719298246,0.79047619,0.692307692,0.83625731,0,0.728571429,0.727941176,0.768421053,0.725490196,0.818181818,0.6,0.857142857,0.904761905,0.867647059,0.705627706,0.801470588,0.768421053,0.85,0.83625731,0.704761905,0.789473684,0.904761905,0.933333333,0.83625731,0.83625731
79,clustering,punish,0.572222222,0.643156843,0.50690874,0.791214738,0.5,0.722222222,0.582417582,0.836363636,0.694444444,0,0.733333333,0.333333333,0.608333333,0.743589744,0.58974359,0.591666667,0.56043956,0.681818182,0.666666667,0.5,0.544117647,0.576923077,0,0.725274725,0.666666667,0.576923077,0.714285714,0.933333333,1,0.857142857,0.488888889,0.561904762
80,clustering,punish,0.522222222,0.611034799,0.564629651,0.604520876,0,1,0.523809524,0.65,0.577777778,0.544117647,0.422222222,0.666666667,0.618181818,0.622222222,0.452380952,0.690909091,0.833333333,0.333333333,0.675,0.666666667,0.757575758,0.67032967,0,0,0.712121212,0.6,0.730769231,0.648351648,0.733333333,0.545454545,0.666666667,0.763636364
81,clustering,punish,0.656875763,0.62202381,0.646813142,0.671821036,0.711111111,0.659340659,0.642857143,0.466666667,0.610294118,0.606060606,0.615384615,0.641666667,0.619047619,0.607142857,0.787878788,0.637362637,0.9,0.576923077,0.641666667,0.67032967,1,0.678571429,0.485714286,0.590909091,0.5,0.7,0.833333333,0.8,0.638095238,0.628205128,0.523809524,0.454545455
82,clustering,punish,0.733333334,0.72950383,0.653418803,0.608093494,0.666666667,0.666666667,0.781818182,0.909090909,0,0.5,0.8,0.8,0.397435897,0.5,0.444444444,0.714285714,1,0.333333333,1,0.472222222,0.4,0.56043956,0.944444444,0.933333333,0.615384615,0.666666667,0.911111111,0.67032967,1,0.444444444,0.8,0.67032967
83,clustering,punish,0.745352564,0.649007937,0.561615948,0.615510307,0.933333333,0.692307692,0.419047619,0.638095238,0.491666667,0.466666667,0.730769231,0.625,0.573529412,0.666666667,0.5,0.380952381,0,0.5,0.533333333,0.5,1,0.622222222,0.333333333,0.9,0.916666667,0.916666667,0.444444444,0.644444444,0.8,0.679487179,0.659340659,0.619047619
84,clustering,punish,0.321717172,0.650432901,0.605687048,0.760832818,0,0.333333333,0.59047619,0.757575758,0.571428571,0.666666667,0.509090909,0.444444444,0.690909091,0.844444444,0.5,0.5,0.666666667,0.333333333,1,1,0.679487179,0.580952381,0,0.464285714,0.523809524,0.672727273,0.888888889,0.857142857,1,0.711111111,0.711111111,0.59047619
85,clustering,punish,0.772561589,0.747729169,0.745774917,0.627687392,0.681318681,0.857142857,0.713235294,0.802197802,0.904761905,0.690909091,0.858974359,0.692810458,0.716666667,0.763636364,1,0.785714286,0.575,0.580952381,0.821428571,0.6,0.625,0.65497076,0.9,0.660130719,0.615789474,0.820512821,0.772727273,0.782051282,0,0.777777778,0.516339869,1
86,clustering,punish,0.610714286,0.657088745,0.546946857,0.64916512,0.533333333,0.555555556,0.621212121,0.607142857,0.861111111,0.333333333,0.642857143,0.711111111,0.833333333,0.666666667,0.5,0.525641026,0.523809524,0.533333333,0.555555556,0.618181818,0.545454545,0.5,0.333333333,0.4,0.491666667,0.9,0.333333333,1,0.571428571,0.606060606,0.8,0.622222222
87,clustering,punish,0.55218254,0.621212121,0.572716173,0.546237889,0.466666667,0.464285714,0.484848485,0.6,0.5,0.4,0.444444444,0.833333333,0.436363636,0.5,1,1,0.833333333,0.466666667,0.571428571,0.444444444,0.571428571,0.7,0.666666667,0,0.6,0.7,0.642857143,0.733333333,0.6,0.444444444,0.381818182,0.476190476
88,clustering,punish,0.712767607,0.700447811,0.702429008,0.78085003,0.705627706,0.656126482,0.720588235,0.704761905,1,0.748538012,0.794871795,0.694444444,0.852941176,0.730769231,0.77124183,0.766081871,0.846153846,0.797385621,0,0.833333333,0.857142857,0.719298246,0.805555556,0.794871795,0.675324675,0.657142857,0.623809524,0.927272727,0.742105263,0.791666667,0.333333333,0.7
89,clustering,punish,0.512464986,0.623376623,0.649217449,0.511207047,0.571428571,0.666666667,0.436363636,0.5,0.333333333,0.476190476,0.4,0.411764706,0.461538462,0.358974359,0.833333333,0.7,1,0.6,0.4,1,0.618181818,0.7,0.761904762,0.571428571,0.590909091,0.857142857,0.666666667,0.4,0.535714286,0.555555556,0.654545455,0.5
90,clustering,punish,0.483333333,0.602435065,0.523050881,0.553126239,0.3,1,0.638888889,0.644444444,0.3,0.533333333,0.3,0.333333333,0.58974359,0.644444444,0.75,0.551282051,0.333333333,0.672727273,0.733333333,0.8,0.483516484,0.580952381,0,0.454545455,0.666666667,0.545454545,0.515151515,0.333333333,0.6,0.516483516,0.622222222,0.571428571
1,centrality,punish,0.023722756,0.031937173,0.017994744,0.024315605,0.035136986,0.003820254,0.055014956,0.035138847,0.016044612,0.00279091,0.048292975,0.00764081,0.017555357,0.000759734,0.036903175,0.029847643,0.03113903,0.011605065,0.033168979,0.004086559,0.027859751,0.031340403,0.001282051,0.016481521,0.012213856,0.006254486,0.031983745,0.018294768,0.049724294,0.040286275,0.014037402,0.008076183
2,centrality,punish,0.008963054,0.016129479,0.016128273,0.033038981,0.02104503,0,0.014122256,0.007976832,0.002009565,0,0.014237383,0.000569801,0.014122256,0.003623341,0,0.125356125,0,0.180006888,0,0,0.003623341,0.003623341,0.035134875,0.011267845,0.020675621,0.038795488,0.003623341,0.001652526,0.014122256,0.014122256,0.007976832,0.003623341
3,centrality,punish,0.028358935,0.078784158,0.043979806,0.038213773,0.012180926,0.056620437,0.10418639,0.10236792,0.057855725,0.00379867,0.041025641,0.003608737,0.05594533,0.112260599,0.046533713,0.13537368,0,0.00997151,0.061480186,0.143811949,0.044299857,0.032911327,0.032004436,0,0,0.075670996,0.003882784,0.003882784,0.048740149,0.032813257,0.033933577,0.012645688
4,centrality,punish,0.035624265,0.019180267,0.01978073,0.014975567,0,0.018394774,0.004518835,0.005339722,0.046386741,0.004703887,0.011907897,0.11219439,0.022167339,0.001887464,0.009256638,0.012504265,0.00661499,0.005563572,0.068376068,0,0.020446991,0.06302427,0.002542159,0,0.001317099,0.00383824,0.001378251,0.069222496,0.001479899,0.003129946,0.002306336,0.082694312
5,centrality,punish,0.00547433,0.01400098,0.039099001,0.037137943,0.015449466,0,0.001356668,0.026367642,0.02640321,0.039131611,0.001709402,0.004738451,0.08117259,0.069435566,0.046747793,0.03055533,0.03158936,0.019546185,0.021374008,0.128984339,0.021165765,0.017024188,0,0.000807217,0.048868381,0.011255422,0.017715855,0.027418744,0.036853732,0.00782293,0.041732504,0.070927489
6,centrality,punish,0.011963243,0.035730753,0.027763991,0.057529728,0.005559427,0.005579744,0.056837437,0.069841049,0.023580852,0.013517052,0.00444761,0.032266191,0.064821737,0.051036392,0.012958093,0.030421011,0,0.03293435,0.04853909,0.012825138,0.002782939,0.010962844,0.013267112,0.090552693,0.034021945,0.00528168,0.071223541,0.092654267,0.090037809,0,0.04397536,0.034490594
7,centrality,punish,0.017861484,0.033237463,0.037093724,0.043141398,0.00671388,0,0.022167714,0.022813606,0.041202739,0.038477134,0.0176654,0.047066657,0.021964313,0.050904329,0.06876935,0.007248146,0.013744817,0.07625072,0.05574776,0,0.008266881,0.00712728,0,0.195543587,0.041164785,0.080841251,0.107609737,0.004731749,0.015780127,0.024748813,0.012053214,0
9,centrality,punish,0.030595576,0.053087835,0.029782677,0.009609334,0.096007688,0,0.083353612,0.014497128,0.034289642,0.007132682,0.024712696,0.001661918,0.003809976,0.005496767,0.022140822,0.004036087,0,0.047589653,0.011249142,0.107122049,0.028562313,0.088178164,0,0,0.00322887,0.026322435,0,0.008682154,0.001686791,0,0.092095037,0.077318163
10,centrality,punish,0.019018264,0.036600573,0.024502528,0.024463213,0.02222692,0.011473333,0.025723732,0.032518526,0.016137446,0.000474834,0.003478035,0.038894768,0.090006328,0.026713611,0.017263996,0.02434658,0.016876646,0.019003903,0.015797597,0.050245751,0.04387348,0.031511052,0.02579247,0,0.013441323,0.056648982,0.018560385,0.001981352,0.003412451,0.011564464,0.087095448,0.007187298
11,centrality,punish,0.033432406,0.006801574,0.051920389,0.042571737,0,0,0.011078953,0.011078953,0.173558018,0,0.057756216,0.075973409,0.007918091,0.001917744,0.034286393,0.084619784,0.087095775,0,0.006455119,0.017465251,0.002841512,0.002841512,0.002184236,0.059627777,0.009334576,0.002206878,0.001273501,0.011078953,0.074074074,0.201739796,0.054399451,0.143097161
12,centrality,punish,0.026618864,0.029988719,0.02297497,0.024700108,0.034114476,0,0.026576708,0.02491968,0.036232265,0.037373381,0.020676577,0.051684402,0.010775162,0.004271335,0.007972789,0.034661958,0.039173478,0,0.0038953,0.047701957,0,0.049910717,0.067536879,0.005034635,0.000626154,0.018547771,0.085158981,0,0.0636361,0.009059176,0.016855904,0.001609913
13,centrality,punish,0.010600179,0.045514169,0.029330503,0.01846983,0.003619919,0.019514577,0.018542712,0.083422975,0.010081852,0.007971643,0.017196069,0.002070152,0.051311718,0.01112772,0.000356125,0.01128805,0.05096466,0.023586739,0.001564567,0.011256431,0.094035885,0.068574178,0.026182184,0.026961034,0.097631054,0.011516811,0,0.019031521,0.001919685,0.022311425,0.012198077,0.030804971
14,centrality,punish,0.015219143,0.079021734,0.033374163,0.033943631,0,0.052631422,0.082589061,0.168173113,0.005548531,0.006212659,0.001661918,0.006583232,0.041272522,0.004590699,0.033721079,0.076793188,0.026553291,0,0.010615927,0.047770131,0.049065691,0.040778152,0.030067463,0.029979472,0.024438717,0.024546611,0.010518802,0.010518802,0.159307051,0.01139754,0.015879513,0.077218461
15,centrality,punish,0.023584972,0.008743915,0.011071547,0.020793966,0.039584085,0.017952102,0.013515558,0.013515558,0.008397794,0.000356125,0.028026681,0.008777018,0.006521524,0.007837128,0.006507891,0.00304194,0,0,0.033803508,0.041281253,0.003891992,0.005301411,0.008387561,0.009008371,0.004499396,0.002643131,0.006491107,0.003715734,0.051410179,0.069582089,0.006264471,0.018489814
16,centrality,punish,0.033804069,0.02609837,0.025620309,0.024823567,0.102789482,0,0.01155362,0.023279329,0.020775952,0.071321205,0.018536691,0.013890103,0.013890103,0.00626311,0.028415703,0.026100767,0.077316511,0.115761183,0.002350427,0.009602674,0.027526794,0.065577204,0,0.034070814,0.00572798,0.003983328,0.014771956,0.008828978,0.005728531,0.008521109,0.007964395,0.021890795
17,centrality,punish,0.017952382,0.023707829,0.026853163,0.018306097,0.042662687,0,0.024598303,0.057480895,0.038290737,0.004903332,0.017933021,0.011213818,0.004193235,0.017969665,0.000237417,0.00414037,0.051161863,0.034694174,0.003323837,0.041220067,0.005560827,0.004397392,0.002099835,0.059600415,0.076865869,0.008354727,0.00499038,0.001252923,0.032417049,0.032625255,0.054366661,0.007319892
18,centrality,punish,0.012478956,0.004516934,0.016299418,0.013334769,0.041708394,0.004397968,0.000617284,0.008416583,0.011300017,0.013988686,0,0.003809462,0.011300017,0.000617284,0,0.004397968,0.011300017,0.008416583,0.00617284,0.011300017,0.044628828,0.008416583,0.014677195,0.01348713,0.012275893,0.000617284,0,0.072249767,0.00014245,0.000617284,0.000617284,0.067746554
19,centrality,punish,0.005167057,0.032658597,0.022052195,0.024936352,0.004585103,0.002531316,0.014342353,0.082971895,0.018288177,0.005020367,0.010399556,0.003152253,0.042265103,0.03640995,0.020523494,0.010557447,0.045705268,0.022927895,0.009160031,0.022754098,0.007785353,0.014342353,0.074074074,0,0.067665288,0.018977785,0.000591052,0.002617009,0.032718532,0.037024925,0.000838873,0.004306061
20,centrality,punish,0.020786055,0.075085946,0.033704833,0.017338443,0,0.071225071,0.041869171,0.219947337,0.049367877,0.033873866,0.007226929,0.004692221,0.007269582,0.020482873,0.004207758,0.073706398,0.136752137,0.012173012,0.022464572,0.006906674,0.066752858,0.024674123,0,0.005229236,0.002328125,0.013853154,0,0.024674123,0.001493568,0.055275944,0.008454508,0.028118826
21,centrality,punish,0.030681065,0.087742356,0.043291145,0.063164845,0.017595415,0.052547706,0.187885821,0.005745489,0.096419559,0.039181094,0.005521639,0.047059501,0.086809688,0.123131211,0.074865068,0.013509234,0,0.012132004,0.002374169,0.180536368,0.029707226,0.045786739,0.021581197,0.025751211,0,0.111551376,0.042624777,0.017046959,0.154375895,0.006033378,0.058726788,0.020132968
22,centrality,punish,0.028744762,0.018376743,0.038944886,0.01145132,0,0,0.018273695,0.03418871,0.083481539,0.054423839,0.105571861,0.009407188,0.019361628,0.002253302,0.047555172,0.020744475,0.036671448,0.000949668,0.026243857,0.031471757,0.051562796,0.021044565,0.018534067,0.001443391,0.082231342,0,0.003458681,0.003202742,0.04995642,0.000976801,0.014918203,0.037001627
24,centrality,punish,0.023939414,0.016797945,0.02391056,0.022670273,0.028042055,0.006139369,0.001022126,0.001154401,0.02917545,0,0.022488363,0.039087869,0.066313651,0.013205424,0.037915687,0.027934472,0.016395681,0.001140834,0.002230529,0.026501713,0.007430224,0.028904022,0.019605555,0.0008381,0.002958667,0.036111232,0.025409795,0.000825576,0.031253534,0.0205431,0.04121465,0.098636553
25,centrality,punish,0.022483023,0.032696962,0.031036636,0.03862724,0.019945922,0.009650997,0.043826105,0.024994234,0.050571496,0.001424501,0.04757375,0.012761422,0.028569167,0.001424501,0,0.00896132,0.032146475,0.041910113,0.028338534,0.029308024,0.052546127,0.047240876,0.076341066,0.026355801,0.007078189,0.014726631,0.14233411,0.041797359,0.009408493,0.004946939,0.029677113,0.060727626
26,centrality,punish,0.077881647,0.052320679,0.055970349,0.015385931,0.00704234,0.01975987,0.02991453,0.099676139,0.247106067,0.004819563,0.110966866,0.17375751,0.000569801,0.002870586,0.003490028,0.131973914,0.041510057,0.059730701,0.058711896,0,0,0.055823735,0.013247863,0.073626026,0,0.023868313,0.008322984,0.008322984,0.002469136,0.025415325,0,0.15312912
27,centrality,punish,0.0170712,0.006598263,0.031535499,0.02192576,0.039284789,0.021747388,0.003896001,0.018601049,0,0,0.001234568,0.006018056,0.04251628,0.078068588,0,0,0,0,0,0.108262108,0.047936374,0.003896001,0.006302956,0.001266223,0.059744576,0,0.011825726,0.003896001,0.016481821,0.000691901,0.163591655,0.022857595
28,centrality,punish,0.04609818,0.032775924,0.028217078,0.056372093,0.000949668,0.039013021,0.094032606,0.034247985,0.001792889,0,0.085479304,0.058950728,0.068719868,0.013852743,0.025591431,0.018820685,0.044427549,0.009098024,0.007612995,0.01593288,0.068602931,0.002823103,0.010342744,0.161626732,0.002136752,0,0.190146313,0.076235801,0.001871071,0.03468083,0.003842865,0.006091558
29,centrality,punish,0.02327699,0.030203743,0.010967823,0.017039835,0.017678362,0.017802354,0.007554483,0.034581592,0.022491603,0.002264874,0.042807854,0.01481939,0.026190908,0,0.005324366,0.021380532,0.00356814,0.010507599,0.024172082,0.004551168,0.007675718,0.076652937,0.000407,0.003715009,0.033666888,0.002025958,0.028112226,0.007454592,0.036698776,0.010314746,0.008188631,0.005175689
30,centrality,punish,0.018468844,0.038080186,0.024686506,0.028881007,0.009753415,0.016387522,0.028830532,0.001416171,0.000881834,0,0.020364754,0.027369683,0.00718796,0.000918012,0.084544782,0.030337778,0.021330679,0.075729209,0.001997694,0.007505766,0.005901803,0.090298084,0,0.021282065,0.024493626,0.031775958,0.008235272,0.037706763,0.064172414,0.008217418,0.097345684,0.02530287
31,centrality,punish,0.037969747,0.058770294,0.036426624,0.037021694,0.047062814,0.007339574,0.053226609,0.071126713,0.038471713,0.003323837,0.034855063,0.062621535,0.056740379,0.008024691,0.017887668,0.03673857,0.044384525,0.002928142,0.014090128,0.085631755,0.040612988,0.088657125,0.051089857,0.047468684,0.044522453,0.022070728,0.03353005,0.025027133,0.058906526,0.073994935,0.045015376,0.004308552
32,centrality,punish,0.028141085,0.051587945,0.027158218,0.05947802,0.009281727,0,0.067242748,0.018434697,0.010778812,0,0.016850787,0.086431826,0.033006944,0.036744972,0.057354782,0.052824071,0.036525678,0.114025077,0.024659789,0.032168795,0.020416027,0.102239638,0,0,0.098421075,0.018434697,0.143772372,0,0.088796775,0,0.017058796,0.002849003
33,centrality,punish,0.011636873,0.029075381,0.014309205,0.014874681,0.021143407,0.014644606,0.024420671,0.013324679,0.003354014,0.005859616,0.004941336,0.005818142,0.034076324,0.025758287,0.014630348,0.057267955,0.015044444,0.011376503,0.008939435,0.003633641,0.001180301,0.051808357,0,0.008022912,0.009532799,0.026747818,0.017017194,0,0.004825145,0.011069316,0.030341035,0.028213169
34,centrality,punish,0.0217429,0.014886622,0.031757901,0.02346799,0.020588006,0.007597341,0.005562339,0.014933191,0,0.00736681,0.036140035,0.022646217,0.00875277,0.015724091,0.08081478,0.071778943,0.017589159,0.043803057,0.071294295,0.010865448,0.028419208,0.027482303,0.000569801,0.067817004,0.008796369,0.011568654,0.019068799,0.032878633,0.022493613,0.021554967,0.037509359,0.010031532
35,centrality,punish,0.007648586,0.014737449,0.025967503,0.046023724,0.004585538,0,0.02954729,0.003259395,0,0,0.015787742,0.010221062,0.049444105,0.010788596,0.017051609,0.065178184,0.005896917,0.020517101,0.03394112,0.023066846,0.039128798,0.008937051,0,0.025113062,0.003900421,0.017206059,0.013657383,0.097151536,0.022907989,0.10769936,0.019074752,0.105225832
36,centrality,punish,0.020226058,0.034655662,0.057073976,0.031549659,0.031826301,0.00355447,0.033285431,0.012353348,0.004131054,0.149034505,0.022189697,0.023333765,0.055389467,0.011888934,0.076682268,0.0220956,0.20472983,0,0.075002,0.006505223,0.106647254,0.018909794,0,0.005001583,0.068915399,0.074074074,0.040316363,0,0.01699905,0.096253802,0.018494532,0.004722438
37,centrality,punish,0.020182372,0.063284367,0.051553124,0.030759379,0,0,0.048460964,0.198293903,0,0,0.07325442,0.007475067,0.045566305,0.033750944,0.147109949,0.114684714,0.111882933,0.003603867,0.037298022,0.087901826,0,0,0.00617284,0,0.034576946,0.006382601,0.082069719,0.029908964,0.020415854,0,0.032749966,0.097813416
38,centrality,punish,0.01996427,0.04295706,0.023664607,0.033242511,0.030676926,0.033267662,0.049522554,0.072898741,0.004826346,0,0.008121325,0.007791168,0.050437003,0.047565291,0.00604745,0.040309708,0.007915954,0.011836687,0.012151399,0.05376838,0.074481074,0.035889128,0,0.035556763,0.003971719,0.013517816,0.017449291,0.001834779,0.022639384,0.080935143,0.00792535,0.060685746
39,centrality,punish,0.057003156,0.008805717,0.010014327,0.014614965,0.022450561,0.0022867,0.003808508,0.023797345,0.075873052,0.003808508,0.003808508,0.199466853,0.023797345,0.003808508,0.003808508,0.02574583,0,0.016389264,0.000830775,0.003808508,0.003808508,0.003808508,0.0022867,0,0.003808508,0.003808508,0,0.002598845,0.014778161,0.040932634,0.003808508,0.002598845
40,centrality,punish,0.032236031,0.013399548,0.008676885,0.010718365,0.017068898,0,0.007633179,0.000904977,0.005932318,0.004536461,0.077565452,0.034309774,0.013481581,0.033097854,0.019274913,0.006417728,0.020466151,0.013134676,0.000981681,0.007894686,0.00922452,0.039284771,0.004835483,0.007645371,0.005879257,0.005775263,0.007599213,0,0,0.007715228,0.008368307,0.011342628
41,centrality,punish,0.018217953,0.033538781,0.029564828,0.024594724,0.04268215,0.014235845,0.060730815,0.049353181,0.016385766,0.037905409,0.010669825,0.005283992,0.01235033,0.033059409,0.000828801,0.058966307,0.015471565,0.000356125,0.046499423,0.021396722,0.00772293,0.021072177,0.075398209,0.004154796,0.030615471,0.00299895,0.025773049,0.012526926,0.067730824,0.020366404,0.025798957,0.043198404
42,centrality,punish,0.082247151,0.038067514,0.065611249,0.012085504,0,0.071225071,0.043489535,0.022256344,0.099335233,0.047597773,0,0.257763533,0.03322593,0.004216976,0.018229302,0.230787731,0.071225071,0,0.013247863,0,0.044535095,0.031658054,0,0.204138968,0.025662609,0.054866122,0.0280265,0.014963021,0.002504183,0.001661918,0.055801606,0.042384981
43,centrality,punish,0.021312294,0.014305469,0.034702781,0.065789121,0.004728742,0.05454401,0,0.008939118,0.008522136,0.008939118,0.012014803,0.013961621,0.019306184,0.019306184,0.008939118,0.008939118,0.006410256,0,0.032213556,0.142235201,0,0.008939118,0.001424501,0.032213556,0.145403378,0.039343639,0.19098113,0.102224264,0.014819262,0.113886825,0.046957097,0.008939118
44,centrality,punish,0.008748813,0.029141795,0.038784878,0.038594298,0,0,0,0,0.076764799,0.013250124,0.026448243,0.008547009,0.008309592,0.109071587,0.007925202,0.036573509,0.119816398,0.111809795,0,0.122427984,0.064339981,0.116567178,0,0,0.063105413,0,0.011396011,0,0.00198978,0.027583322,0,0
45,centrality,punish,0.020917237,0.030262747,0.015727896,0.024573429,0.009995963,0.004946027,0.034457746,0.027697991,0,0,0.0665949,0.002132056,0.046786696,0.00590568,0.051236355,0.011814958,0.000891835,0.012050987,0.025508402,0.020149835,0.00969212,0.057942192,0.002253302,0.01830868,0.0468164,0.000953059,0.023643603,0.001727332,0.044042652,0.037857053,0.013080377,0.00471038
46,centrality,punish,0.03866214,0.023676693,0.026143214,0.028158238,0.007324703,0.065287779,0.02680084,0.012725276,0.055555237,0.005795721,0.0534576,0.028578479,0.068320573,0.019609354,0.015516371,0.012095359,0.028263599,0.002082485,0.001098901,0.043624016,0.066131498,0.055180657,0,0.010259126,0.028455633,0,0.00159158,0.02020501,0.020194681,0.065103981,0.063560376,0.009505949
47,centrality,punish,0.04847529,0.04608925,0.041295385,0.049165869,0.043289632,0.018461785,0.02680776,0.069197161,0.028623845,0,0.030988045,0.101161698,0,0.103584995,0,0.094488536,0.053891376,0.209747763,0.16070185,0.018274318,0.041113824,0.016310541,0,0.024009632,0,0.072041539,0.006623932,0.001305793,0.002215891,0.020682712,0.089364031,0.026372599
48,centrality,punish,0.090995116,0.025581671,0.043449902,0.098520263,0,0.307950075,0.082953466,0,0.042022792,0,0.037986705,0.018043685,0,0.202028219,0.031956315,0.031956315,0.164604531,0.020132953,0,0.077465744,0.064068647,0.019373219,0,0.062739113,0,0,0.071225071,0,0.213397097,0.1828585,0.087898521,0.002136752
